Genes (Node 1),1-hop directly regulating (degree centrality),1-hop directly regulating genes,2-hop directly regulating,2-hop directly regulating.1,Regulating Mutually Exclusively (ones array),ME,category,ME oncogene,ME TS,1-hop Causal,2-hop Causal,2-hop Cascade,Protein,Classification,Pathway Name,Function / Role,Function (discrete),Gene Expression (not used),Source (Ref),Gene Expression,TF (type) (TRRUST),Mutation Count (TCGA),Moderate mutations,Low Mutations,High Mutations,Modifier Mutations,Combination gene reguation (regulated by this # genes),degree,betweenness,eigenvector,closeness,pagerank,corenumber,clustering
ELK4,1,FOS,74,74,86,0,TF,0,0,1,7,1,ELK4,TF,"MAPK signaling pathway, HTLV-I infection, Transcriptional misregulation in cancer",,"Signalling Pathway, Proliferation of cells",,,,Activation,,,,,,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
ARNT,3,"ESR1,FOS,JUN",152,"72,74,6","89,86,33",0,TF,0,0,1,10,1,ARNT,TF,"HIF-1 signaling pathway, Pathways in cancer, Chemical carcinogenesis, Renal cell carcinoma",,Signalling Pathway,,,,Repression,7,4,1,1,1,2,0.004634994206,0.0004564912053,0.05708855043,0.3209371514,0.001069713265,4,0.1037231673
AHR,1,FOS,74,74,86,0,TF,0,0,1,7,1,AHR,TF,"Acetylation,Activator,Biological rhythms,Cell cycle,Complete proteome,Cytoplasm,DNA-binding,Nucleus,Polymorphism,Receptor,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Unknown,3,3,0,0,0,1,0.002317497103,0.001653921935,0.02969387232,0.3143897996,0.0008951585107,2,0.1037231673
STAR,1,FOS,74,74,86,0,,0,0,1,7,1,STAR,,"Ovarian steroidogenesis, Aldosterone synthesis and secretion",,Apoptosis,,,,,2,2,0,0,0,0,0.002317497103,4.08E-05,0.02707196303,0.3052706049,0.0008591112988,2,0.1037231673
SRR,1,FOS,74,74,86,0,,0,0,1,7,1,SRR,,"Glycine, serine and threonine metabolism",,Metabolism,,,,,1,1,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
SPRR3,1,FOS,74,74,86,0,,0,0,1,7,1,SPRR3,,"Acetylation,Complete proteome,Cytoplasm,Direct protein sequencing,Keratinization,Polymorphism,Proteomics identification,Reference proteome,Repeat,",,Proliferation of cells,,,-8.668595197,,3,0,0,0,3,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
SPI1,1,FOS,74,74,86,0,"oncogene, tumorsuppressor",0,0,1,7,1,SPI1,"oncogene, tumorsupressor","Osteoclast differentiation, HTLV-I infection, Pathways in cancer, Transcriptional misregulation in cancer, Acute myeloid leukemia",,"Transcriptional misregulation, Apoptosis, Proliferation of cells",,,,,3,3,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
SOX7,1,FOS,74,74,86,0,tumorsuppressor,0,0,1,7,1,SOX7,tumorsupressor,"Activator,Alternative splicing,Complete proteome,Cytoplasm,DNA-binding,Nucleus,Reference proteome,Transcription,Transcription regulation,",,"Transcription regulation, Proliferation of cells",,,-0.756745042,,3,1,2,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
SLC10A2,1,FOS,74,74,86,0,,0,0,1,7,1,SLC10A2,,Bile secretion,,,,,,,3,2,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
PDHA1,1,FOS,74,74,86,0,,0,0,1,7,1,PDHA1,,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of antibiotics, Carbon metabolism, HIF-1 signaling pathway, Glucagon signaling pathway, Central carbon metabolism in cancer",,"Signalling Pathway, Apoptosis",,,,,5,2,2,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
PCK2,1,FOS,74,74,86,0,,0,0,1,7,1,PCK2,,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of antibiotics, PPAR signaling pathway, FoxO signaling pathway, PI3K-Akt signaling pathway, AMPK signaling pathway, Insulin signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Insulin resistance, Proximal tubule bicarbonate reclamation",,"Signalling Pathway, Proliferation of cells",,,,,9,4,3,0,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
OXTR,1,FOS,74,74,86,0,,0,0,1,7,1,OXTR,,"Calcium signaling pathway, cAMP signaling pathway, Neuroactive ligand-receptor interaction, Oxytocin signaling pathway",,"Signalling Pathway, Proliferation of cells",,,-6.207909869,,1,0,0,0,1,0,0.003476245655,0,0.05525170341,0.329012581,0.0009625973999,3,0.1037231673
NTS,1,FOS,74,74,86,0,,0,0,1,7,1,NTS,,"3D-structure,Cleavage on pair of basic residues,Complete proteome,Cytoplasmic vesicle,Proteomics identification,Pyrrolidone carboxylic acid,Reference proteome,Secreted,Signal,Vasoactive,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,0,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NQO1,1,FOS,74,74,86,0,cigene,0,0,1,7,1,NQO1,cigene,Ubiquinone and other terpenoid-quinone biosynthesis,,"Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NPY,1,FOS,74,74,86,0,,0,0,1,7,1,NPY,,"cAMP signaling pathway, Adipocytokine signaling pathway, Regulation of lipolysis in adipocytes, Alcoholism",,"Signalling Pathway, Proliferation of cells",,,,,1,1,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NPPA,1,FOS,74,74,86,0,,0,0,1,7,1,NPPA,,HIF-1 signaling pathway,,Signalling Pathway,,,,,1,1,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NOS2,1,FOS,74,74,86,0,,0,0,1,7,1,NOS2,,"Arginine biosynthesis, Arginine and proline metabolism, Metabolic pathways, Calcium signaling pathway, HIF-1 signaling pathway, Peroxisome, Salmonella infection, Pertussis, Leishmaniasis, Chagas disease (American trypanosomiasis), Toxoplasmosis, Amoebiasis, Tuberculosis, Pathways in cancer, Small cell lung cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,4.345697573,,14,11,3,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NFKB1,6,"BIRC5,MMP9,SERPINE1,EGR1,FOS,JUNB",367,"74,81,71,66,74,1","26,32,24,106,86,9",0,"oncogene, tumorsuppressor, cigene",0,0,3,76,1,NFKB1,"oncogene, tumorsupressor, cigene","MAPK signaling pathway, Ras signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, NF-kappa B signaling pathway, HIF-1 signaling pathway, Sphingolipid signaling pathway, PI3K-Akt signaling pathway, Apoptosis, Osteoclast differentiation, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Cytosolic DNA-sensing pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, TNF signaling pathway, Neurotrophin signaling pathway, Prolactin signaling pathway, Adipocytokine signaling pathway, Insulin resistance, Non-alcoholic fatty liver disease (NAFLD), Cocaine addiction, Epithelial cell signaling in Helicobacter pylori infection, Shigellosis, Salmonella infection, Pertussis, Legionellosis, Leishmaniasis, Chagas disease (American trypanosomiasis), Toxoplasmosis, Amoebiasis, Tuberculosis, Hepatitis C, Hepatitis B, Measles, Influenza A, HTLV-I infection, Herpes simplex infection, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, MicroRNAs in cancer, Pancreatic cancer, Prostate cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Small cell lung cancer, Inflammatory bowel disease (IBD)",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Repression,7,4,2,0,1,4,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NEFL,1,FOS,74,74,86,0,,0,0,1,7,1,NEFL,,Amyotrophic lateral sclerosis (ALS),,Apoptosis,,,,,3,1,1,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
MFI2,1,FOS,74,74,86,0,,0,0,1,7,1,MFI2,,,,,,,,,12,7,5,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
LRIG2,1,FOS,74,74,86,0,,0,0,1,7,1,LRIG2,,"Cell membrane,Complete proteome,Cytoplasm,Disulfide bond,Glycoprotein,Immunoglobulin domain,Leucine-rich repeat,Membrane,Phosphoprotein,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,",,Signalling Pathway,,,,,6,5,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
IL1A,1,FOS,74,74,86,0,,0,0,1,7,1,IL1A,,"MAPK signaling pathway, Cytokine-cytokine receptor interaction, Osteoclast differentiation, Hematopoietic cell lineage, Non-alcoholic fatty liver disease (NAFLD), Type I diabetes mellitus, Prion diseases, Salmonella infection, Pertussis, Leishmaniasis, Tuberculosis, Measles, Influenza A, Inflammatory bowel disease (IBD), Rheumatoid arthritis, Graft-versus-host disease",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
HSPH1,1,FOS,74,74,86,0,,0,0,1,7,1,HSPH1,,Protein processing in endoplasmic reticulum,,Apoptosis,,,,,6,4,0,0,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
GSTP1,1,FOS,74,74,86,0,,0,0,1,7,1,GSTP1,,"Glutathione metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Pathways in cancer, Chemical carcinogenesis",,"Metabolism, Apoptosis, Proliferation of cells",,,,,2,1,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
FMO4,1,FOS,74,74,86,0,,0,0,1,7,1,FMO4,,Drug metabolism - cytochrome P450,,Metabolism,,,,,7,6,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
FIGF,1,FOS,74,74,86,0,,0,0,1,7,1,FIGF,,,,Proliferation of cells,,,,,6,4,0,0,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
FGFBP1,1,FOS,74,74,86,0,,0,0,1,7,1,FGFBP1,,"Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Growth factor binding,Membrane,Reference proteome,Secreted,Signal,",,"Signalling Pathway, Proliferation of cells",,,,,,,,,,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
FAS,2,"EGR1,FOS",140,"66,74","106,86",0,,0,0,2,16,1,FAS,,"MAPK signaling pathway, Cytokine-cytokine receptor interaction, p53 signaling pathway, Apoptosis, Natural killer cell mediated cytotoxicity, TNF signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Type I diabetes mellitus, Alzheimer's disease, Chagas disease (American trypanosomiasis), African trypanosomiasis, Hepatitis B, Measles, Influenza A, Herpes simplex infection, Pathways in cancer, Proteoglycans in cancer, Autoimmune thyroid disease, Allograft rejection, Graft-versus-host disease",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,1,1,0,0,0,0,0.006952491309,0.009514257161,0.07955270044,0.3472837022,0.001258682246,5,0.1037231673
EZR,1,FOS,74,74,86,0,cigene,0,0,1,7,1,EZR,cigene,"Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Gastric acid secretion, Pathogenic Escherichia coli infection, Proteoglycans in cancer, MicroRNAs in cancer",,"Apoptosis, Proliferation of cells",,,-0.5852089833,,6,2,1,1,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
ERCC4,1,FOS,74,74,86,0,,0,0,1,7,1,ERCC4,,"Nucleotide excision repair, Fanconi anemia pathway",,,,,,,9,4,1,2,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
DDIT3,1,FOS,74,74,86,0,oncogene,0,0,1,7,1,DDIT3,oncogene,"MAPK signaling pathway, Protein processing in endoplasmic reticulum, Non-alcoholic fatty liver disease (NAFLD), Transcriptional misregulation in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,0,0,1,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CYP1A2,1,FOS,74,74,86,0,,0,0,1,7,1,CYP1A2,,"Steroid hormone biosynthesis, Caffeine metabolism, Tryptophan metabolism, Linoleic acid metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Metabolic pathways, Chemical carcinogenesis",,Metabolism,,,,,4,2,1,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CSTA,1,FOS,74,74,86,0,,0,0,1,7,1,CSTA,,"3D-structure,Acetylation,Cell adhesion,Complete proteome,Cytoplasm,Direct protein sequencing,Ichthyosis,Polymorphism,Protease inhibitor,Proteomics identification,Reference proteome,Thiol protease inhibitor,",,Apoptosis,,,,,1,0,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CLU,1,FOS,74,74,86,0,"oncogene, tumorsuppressor, cigene",0,0,1,7,1,CLU,"oncogene, tumorsupressor, cigene","Alternative splicing,Apoptosis,Chaperone,Coiled coil,Complement pathway,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Direct protein sequencing,Disulfide bond,Endoplasmic reticulum,Glycoprotein,Immunity,Innate immunity,Lipoprotein,Membrane,Microsome,Mitochondrion,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,Ubl conjugation,",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,5,3,0,1,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CD40LG,1,FOS,74,74,86,0,,0,0,1,7,1,CD40LG,,"Cytokine-cytokine receptor interaction, NF-kappa B signaling pathway, Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Malaria, Toxoplasmosis, Asthma, Autoimmune thyroid disease, Systemic lupus erythematosus, Allograft rejection, Primary immunodeficiency, Viral myocarditis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,1,0,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CCK,1,FOS,74,74,86,0,,0,0,1,7,1,CCK,,"Amidation,Cleavage on pair of basic residues,Complete proteome,Hormone,Polymorphism,Reference proteome,Secreted,Signal,Sulfation,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,1,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CASP9,1,FOS,74,74,86,0,,0,0,1,7,1,CASP9,,"p53 signaling pathway, PI3K-Akt signaling pathway, Apoptosis, VEGF signaling pathway, Thyroid hormone signaling pathway, Alzheimer's disease, Parkinson's disease, Amyotrophic lateral sclerosis (ALS), Huntington's disease, Legionellosis, Toxoplasmosis, Tuberculosis, Hepatitis B, Influenza A, Pathways in cancer, Colorectal cancer, Pancreatic cancer, Endometrial cancer, Prostate cancer, Small cell lung cancer, Non-small cell lung cancer, Viral myocarditis",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,3,1,0,0,2,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
BATF3,1,FOS,74,74,86,0,,0,0,1,7,1,BATF3,,"Activator,Complete proteome,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repressor,Transcription,Transcription regulation,",,Transcription regulation,,,,,2,2,0,0,0,0,0.002317497103,0,0.04863445563,0.313932339,0.000884484242,2,0.1037231673
ACTA1,1,FOS,74,74,86,0,,0,0,1,7,1,ACTA1,,"3D-structure,Acetylation,ATP-binding,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,Isopeptide bond,Methylation,Muscle protein,Nemaline myopathy,Nucleotide-binding,Oxidation,Proteomics identification,Reference proteome,",,Function of muscle,,,,,5,2,2,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
RUNX3,2,"MMP9,CLDN7",135,"81,54","32,5",0,"oncogene, tumorsuppressor",0,0,1,13,1,RUNX3,"oncogene, tumorsupressor","Activator,Alternative splicing,Complete proteome,Cytoplasm,DNA-binding,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Activation,1,0,1,0,0,2,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
CTBP1,1,CLDN7,54,54,5,0,"tumorsupressor, cigene",0,0,1,7,1,CTBP1,"tumorsupressor, cigene","Wnt signaling pathway, Notch signaling pathway, Pathways in cancer, Chronic myeloid leukemia",,Signalling Pathway,,,,Repression,7,1,1,0,5,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
NFIL3,1,PGR,58,58,34,0,TF,0,0,0,3,0,NFIL3,TF,"Activator,Biological rhythms,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Unknown,2,2,0,0,0,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
KLF9,1,PGR,58,58,34,0,TF,0,0,0,3,0,KLF9,TF,"Biological rhythms,Complete proteome,DNA-binding,Metal-binding,Nucleus,Phosphoprotein,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Unknown,3,0,0,0,3,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
HOXA5,1,PGR,58,58,34,0,TF,0,0,0,3,0,HOXA5,TF,"Complete proteome,Developmental protein,DNA-binding,Homeobox,Nucleus,Reference proteome,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,-2.87805321,Activation,5,3,1,0,1,1,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
YWHAQ,2,"ESR1,PGR",130,"72,58","89,34",0,oncogene,0,0,0,5,0,YWHAQ,oncogene,"Cell cycle, Oocyte meiosis, PI3K-Akt signaling pathway, Hippo signaling pathway, Hepatitis B, Viral carcinogenesis",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,2,1,0,0,1,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
RLN2,1,PGR,58,58,34,0,,0,0,0,3,0,RLN2,,"3D-structure,Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Direct protein sequencing,Disulfide bond,Hormone,Polymorphism,Pyrrolidone carboxylic acid,Reference proteome,Secreted,Signal,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,3,1,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
RLN1,1,PGR,58,58,34,0,,0,0,0,3,0,RLN1,,"Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Disulfide bond,Hormone,Polymorphism,Reference proteome,Secreted,Signal,",,Signalling Pathway,,,,,1,1,0,0,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
PTGS2,3,"EGR1,FOS,PGR",198,"66,74,58","106,86,34",0,,0,0,2,19,1,PTGS2,,"Arachidonic acid metabolism, Metabolic pathways, NF-kappa B signaling pathway, VEGF signaling pathway, TNF signaling pathway, Retrograde endocannabinoid signaling, Serotonergic synapse, Ovarian steroidogenesis, Oxytocin signaling pathway, Regulation of lipolysis in adipocytes, Leishmaniasis, Pathways in cancer, Chemical carcinogenesis, MicroRNAs in cancer, Small cell lung cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,10,3,5,2,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
PTGER2,1,PGR,58,58,34,0,,0,0,0,3,0,PTGER2,,"cAMP signaling pathway, Neuroactive ligand-receptor interaction, Inflammatory mediator regulation of TRP channels, Renin secretion, Pathways in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,5,2,2,1,0,0,0.001158748552,0,0.02450875482,0.3006968641,0.0007830054785,1,0.1037231673
PRL,1,PGR,58,58,34,0,,0,0,0,3,0,PRL,,"Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, PI3K-Akt signaling pathway, Jak-STAT signaling pathway, Prolactin signaling pathway",,Signalling Pathway,,,,,,,,,,0,0.002317497103,0.002690117319,0.01253680253,0.2867109635,0.0009124649276,2,0.1037231673
PLD1,1,PGR,58,58,34,0,"oncogene, tumorsuppressor, cigene",0,0,0,3,0,PLD1,"oncogene, tumorsupressor, cigene","Glycerophospholipid metabolism, Ether lipid metabolism, Metabolic pathways, Ras signaling pathway, cAMP signaling pathway, Sphingolipid signaling pathway, Endocytosis, Fc gamma R-mediated phagocytosis, Glutamatergic synapse, GnRH signaling pathway, Choline metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,12,7,2,0,3,0,0.06141367323,0.1032818409,0.01919756736,0.3105433609,0.01634916409,3,0.1037231673
KLK4,1,PGR,58,58,34,0,,0,0,0,3,0,KLK4,,"3D-structure,Alternative splicing,Amelogenesis imperfecta,Biomineralization,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Hydrolase,Metal-binding,Polymorphism,Protease,Reference proteome,Secreted,Serine protease,Signal,Zinc,Zymogen,",,"Signalling Pathway, Proliferation of cells",,,6.920792888,,3,1,0,0,2,0,0.001158748552,0,0.001230896036,0.2370227959,0.0008177500886,1,0.1037231673
IRS2,1,PGR,58,58,34,0,oncogene,0,0,0,3,0,IRS2,oncogene,"cGMP-PKG signaling pathway, FoxO signaling pathway, AMPK signaling pathway, Insulin signaling pathway, Adipocytokine signaling pathway, Regulation of lipolysis in adipocytes, Type II diabetes mellitus, Insulin resistance, Non-alcoholic fatty liver disease (NAFLD), MicroRNAs in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-0.9311499934,,,,,,,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
IL10,1,PGR,58,58,34,0,cigene,0,0,0,3,0,IL10,cigene,"Cytokine-cytokine receptor interaction, FoxO signaling pathway, Jak-STAT signaling pathway, T cell receptor signaling pathway, Intestinal immune network for IgA production, Pertussis, Leishmaniasis, Chagas disease (American trypanosomiasis), African trypanosomiasis, Malaria, Toxoplasmosis, Amoebiasis, Staphylococcus aureus infection, Tuberculosis, Asthma, Autoimmune thyroid disease, Inflammatory bowel disease (IBD), Systemic lupus erythematosus, Allograft rejection",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.09385863268,0.1179995556,0.2194607081,0.3922727273,0.0192606147,5,0.1037231673
IGFBP1,1,PGR,58,58,34,0,,0,0,0,3,0,IGFBP1,,"3D-structure,Complete proteome,Direct protein sequencing,Disulfide bond,Growth factor binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,0,1,0,0,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
FOXP3,2,"ERBB2,PGR",137,"79,58","31,34",0,tumorsuppressor,0,0,0,5,0,FOXP3,tumorsupressor,Inflammatory bowel disease (IBD),,"Apoptosis, Proliferation of cells",,,,Unknown,7,2,3,1,1,1,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
E2F1,4,"BIRC5,SERPINE1,ESR1,PGR",275,"74,71,72,58","26,24,89,34",0,"oncogene, tumorsuppressor",0,0,1,59,1,E2F1,"oncogene, tumorsupressor","Cell cycle, Hepatitis B, HTLV-I infection, Pathways in cancer, MicroRNAs in cancer, Pancreatic cancer, Glioma, Prostate cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",,"Apoptosis, Proliferation of cells",,,4.23572194,Repression,4,4,0,0,0,2,0.002317497103,0,0.03556347585,0.3098743268,0.0008808572894,2,0.1037231673
CYP19A1,2,"ESR1,PGR",130,"72,58","89,34",0,,0,0,0,5,0,CYP19A1,,"Steroid hormone biosynthesis, Metabolic pathways, Ovarian steroidogenesis",,"Metabolism, Apoptosis, Proliferation of cells",,,,,3,0,2,0,1,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
BCL2L1,2,"FOS,PGR",132,"74,58","86,34",0,oncogene,0,0,1,10,1,BCL2L1,oncogene,"Ras signaling pathway, NF-kappa B signaling pathway, PI3K-Akt signaling pathway, Apoptosis, Jak-STAT signaling pathway, Amyotrophic lateral sclerosis (ALS), Toxoplasmosis, HTLV-I infection, Pathways in cancer, Transcriptional misregulation in cancer, Pancreatic cancer, Chronic myeloid leukemia, Small cell lung cancer",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,5,2,1,0,2,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
BCL2,2,"ESR1,PGR",130,"72,58","89,34",0,oncogene,0,0,0,5,0,BCL2,oncogene,"NF-kappa B signaling pathway, HIF-1 signaling pathway, Sphingolipid signaling pathway, Protein processing in endoplasmic reticulum, PI3K-Akt signaling pathway, Apoptosis, Adrenergic signaling in cardiomyocytes, Focal adhesion, Neurotrophin signaling pathway, Cholinergic synapse, Amyotrophic lateral sclerosis (ALS), Toxoplasmosis, Tuberculosis, Hepatitis B, Epstein-Barr virus infection, Pathways in cancer, MicroRNAs in cancer, Colorectal cancer, Prostate cancer, Small cell lung cancer",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,,,,,,0,0.003476245655,0.001174003336,0.06270531033,0.327763008,0.000979540686,3,0.1037231673
ATP1B1,1,PGR,58,58,34,0,,0,0,0,3,0,ATP1B1,,"cGMP-PKG signaling pathway, cAMP signaling pathway, Cardiac muscle contraction, Adrenergic signaling in cardiomyocytes, Insulin secretion, Thyroid hormone synthesis, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Endocrine and other factor-regulated calcium reabsorption, Proximal tubule bicarbonate reclamation, Salivary secretion, Gastric acid secretion, Pancreatic secretion, Carbohydrate digestion and absorption, Protein digestion and absorption, Bile secretion, Mineral absorption",,Signalling Pathway,,,,,7,1,2,1,3,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
ABCG2,1,PGR,58,58,34,0,"oncogene, tumorsuppressor, cigene",0,0,0,3,0,ABCG2,"oncogene, tumorsupressor, cigene","ABC transporters, Bile secretion",,"Apoptosis, Proliferation of cells",,,,,1,1,0,0,0,0,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
CCNA2,1,ESR1,72,72,89,0,,0,0,0,2,0,CCNA2,,"Cell cycle, AMPK signaling pathway, Progesterone-mediated oocyte maturation, Hepatitis B, Epstein-Barr virus infection, Viral carcinogenesis",,"Cell Signalling, Apoptosis, Proliferation of cells",,,3.73577511,,6,5,0,0,1,1,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
